Contig	F6_S22-untreated_virome_Genomad_mapped Mean	F6_S22-untreated_virome_Genomad_mapped Trimmed Mean	F6_S22-untreated_virome_Genomad_mapped Covered Bases	F6_S22-untreated_virome_Genomad_mapped Variance	F6_S22-untreated_virome_Genomad_mapped RPKM	F6_S22-untreated_virome_Genomad_mapped TPM	F7_S23-untreated_virome_Genomad_mapped Mean	F7_S23-untreated_virome_Genomad_mapped Trimmed Mean	F7_S23-untreated_virome_Genomad_mapped Covered Bases	F7_S23-untreated_virome_Genomad_mapped Variance	F7_S23-untreated_virome_Genomad_mapped RPKM	F7_S23-untreated_virome_Genomad_mapped TPM	F8_S24-untreated_virome_Genomad_mapped Mean	F8_S24-untreated_virome_Genomad_mapped Trimmed Mean	F8_S24-untreated_virome_Genomad_mapped Covered Bases	F8_S24-untreated_virome_Genomad_mapped Variance	F8_S24-untreated_virome_Genomad_mapped RPKM	F8_S24-untreated_virome_Genomad_mapped TPM
F6_S22_contig_268	36751.594	35595.33	95571	62254668	2576.805	97448.05	43582.125	42349.344	95571	75067660	2682.2725	101535.4	40415.52	39187.918	95571	71336310	2558.756	96267.79
F6_S22_contig_292	34.00186	34.09077	11974	69.74964	2.4265118	91.76436	39.019367	39.16463	11974	74.36336	2.4526334	92.8426	40.231815	40.341194	11974	57.421974	2.5850785	97.258125
F6_S22_contig_339	18.782486	18.706459	21036	22.544542	1.318994	49.8809	20.853922	20.800138	21035	34.108475	1.2860438	48.682217	20.998037	20.891212	21036	29.0904	1.3310231	50.076942
F6_S22_contig_385	13806.221	13779.987	43261	1533186.6	966.7677	36560.62	14698.113	14673.489	43261	1750566.8	903.3088	34194.074	14900.449	14874.988	43261	1864989.5	942.08276	35443.863
F6_S22_contig_424	14929.306	15024.302	42893	12208813	1045.011	39519.582	17107.324	17225.822	42817	14541773	1051.033	39786.07	16813.814	16915.898	42857	14715195	1062.7748	39984.65
F6_S22_contig_448	11.136514	10.748806	10115	29.938856	0.8038438	30.399252	13.275928	12.600822	10149	53.37645	0.8520446	32.253513	12.69927	12.056549	10112	45.93825	0.8479329	31.90168
F6_S22_contig_477	135.76294	102.31597	39747	4496750	37.480404	1417.4104	169.24712	113.79688	39747	13054509	47.379635	1793.5201	138.31201	113.5471	39747	2175926	26.374563	992.2874
F6_S22_contig_583	787.5147	778.7567	40697	16426.809	55.13593	2085.0962	919.49786	909.0388	40697	20620.924	56.520573	2139.5444	892.07794	881.99786	40697	22097.549	56.406597	2122.1787
F6_S22_contig_619	15.599261	15.353065	11786	63.642822	1.1059002	41.82226	16.26229	16.113138	11786	72.42574	1.0086426	38.18142	17.03558	16.938229	11786	61.390568	1.0948362	41.190914
F6_S22_contig_620	570.32135	534.3375	10118	66573.305	41.09452	1554.0872	667.8405	624.4332	10118	91694.59	42.253273	1599.4658	630.3881	591.8814	10118	73961.05	40.986538	1542.0321
F6_S22_contig_655	28.753649	28.093235	41193	90.380295	2.0230153	76.505165	32.981117	32.621754	41193	79.52902	2.0376565	77.133965	31.170431	30.475866	41193	101.09566	1.9773667	74.39423
F6_S22_contig_730	11.1500225	10.947122	24293	24.561543	0.81849337	30.953274	12.317359	12.061577	24293	30.239428	0.7953898	30.108885	12.640102	12.351972	24290	35.59447	0.8359865	31.452229
F6_S22_contig_825	65.99091	65.68331	38883	217.74016	4.6240582	174.86974	75.13929	74.605034	38883	242.62636	4.624824	175.0693	74.38063	73.55294	38883	306.60187	4.704628	177.00175
F6_S22_contig_937	2409.9429	2400.5183	34334	90789.734	168.60423	6376.173	2790.69	2779.0068	34334	115977.92	171.3462	6486.182	2718.685	2708.6316	34334	123696.25	171.70648	6460.0938
F6_S22_contig_1153	22.938332	22.660507	11274	47.031532	1.6391683	61.989048	22.98247	22.795446	11274	42.71739	1.4412448	54.557228	22.16415	21.872952	11274	37.89142	1.4361912	54.033684
F6_S22_contig_1175	19.450768	19.227448	6504	58.006744	1.4049312	53.130817	24.177956	23.847963	6519	72.804924	1.5714418	59.485767	24.69379	24.338732	6528	95.616905	1.6409037	61.73554
F6_S22_contig_1286	11.158066	10.951005	12093	38.823944	0.7873106	29.77403	13.089204	12.855423	12140	37.7581	0.8073041	30.559881	10.74406	10.52283	12016	42.25048	0.6842518	25.743523
F6_S22_contig_1659	8866.524	8907.005	12246	2148502.5	617.1265	23338.113	10038.292	10088.963	12246	2799145.8	613.182	23211.549	9868.127	9917.2	12246	2440851.5	620.16626	23332.45
F6_S22_contig_1712	1661.3003	1636.0507	45518	146482.17	116.44274	4403.5596	1836.8282	1811.1436	45518	162015.5	113.009415	4277.8867	1873.369	1842.9473	45518	183637.7	118.564575	4460.741
F6_S22_contig_1835	30.723595	28.863676	127467	439.78113	2.1870155	82.707214	35.869404	33.690697	127467	585.3049	2.2388754	84.75097	35.504433	33.477566	127467	569.5122	2.279739	85.77034
F6_S22_contig_1858	36.442986	26.145414	23960	4215.835	3.031714	114.651535	39.17393	28.510847	24249	4629.2285	2.810062	106.37281	40.5206	29.723866	24115	4798.7593	2.9849813	112.30355
F6_S22_contig_2010	21.629929	21.034393	40488	89.48964	1.5893873	60.106487	25.030014	24.355968	40497	108.95296	1.6217562	61.390377	25.010384	24.39653	40486	115.10999	1.6646299	62.628185
F6_S22_contig_2018	243.67686	219.69434	10028	51344.496	18.715702	707.7789	274.05295	246.92061	10028	62606.973	18.517841	700.9788	274.73508	248.1282	10028	61236.277	19.046873	716.5984
F6_S22_contig_2085	264.91168	262.7326	35386	1753.5691	18.765146	709.6487	301.63794	300.42566	35386	1918.5886	18.789549	711.2643	297.43344	294.94382	35386	2248.9802	19.037016	716.2275
F6_S22_contig_2871	6.7499266	6.6019754	30358	13.749281	0.47537264	17.977362	6.822739	6.6309505	30436	14.124599	0.42213926	15.979762	7.5018463	7.3573217	30494	14.631925	0.47946426	18.038826
F6_S22_contig_2883	5.2945833	5.149578	30665	7.8153424	0.37148687	14.048665	5.4754677	5.341109	30729	8.651823	0.33779135	12.786845	5.000291	4.865028	30565	8.013599	0.3161481	11.894407
F6_S22_contig_3030	1398.391	1367.2643	94237	73382.73	98.06692	3708.634	1545.7299	1514.1581	94237	81830.1	95.1504	3601.8472	1518.3629	1485.5977	94237	85748.086	96.147644	3617.3516
F6_S22_contig_3456	11.014372	10.85561	17963	15.890537	0.7749637	29.307087	13.26301	13.101852	17963	19.31321	0.8159072	30.88557	13.43036	13.265452	17963	25.318493	0.8504555	31.996592
F6_S22_contig_3709	4805.061	4775.9077	42821	687295.94	336.62622	12730.322	5516.3364	5481.3115	42821	842686.7	339.1535	12838.404	5462.69	5427.785	42821	933692.56	345.56668	13001.216
F6_S22_contig_4288	177.37856	150.93051	54840	24852.549	12.440547	470.46906	203.54376	174.12584	54840	31727.041	12.527788	474.23	196.2272	165.93375	54840	32428.166	12.419526	467.25836
F6_S22_contig_4361	11.502743	11.080855	33515	34.339077	0.81622744	30.867577	13.160078	12.783909	33508	41.294807	0.8232197	31.162352	13.462431	13.007759	33508	45.070194	0.86414856	32.51178
F6_S22_contig_4663	23.402914	22.847332	61699	144.0113	1.6460681	62.250008	27.785812	27.318224	61600	187.9354	1.7156186	64.94346	27.624657	27.11149	61549	199.25534	1.7551403	66.033455
F6_S22_contig_5006	5.492748	5.2507405	15285	11.341677	0.38476917	14.55096	5.387122	5.0838213	15185	15.544676	0.33097872	12.528958	4.81587	4.5761976	15021	9.808359	0.3038579	11.432011
F6_S22_contig_5100	17.556318	17.404596	20689	22.380896	1.2321624	46.59714	20.757885	20.666739	20694	30.38339	1.2800064	48.453682	19.125195	19.047647	20694	23.767427	1.2107183	45.55072
F6_S22_contig_5215	342.60672	328.30167	45035	13871.979	24.041046	909.16925	359.94913	345.26093	45035	14885.467	22.186172	839.8411	376.37875	360.8914	45035	15992.733	23.854109	897.4603
F6_S22_contig_5341	9.299552	9.0103855	15770	19.325397	0.66589665	25.182453	9.864469	9.576042	15770	15.893215	0.62290585	23.579624	9.363829	9.148457	15770	16.371431	0.60915214	22.918064
F6_S22_contig_5416	78.71917	78.228485	34555	173.32288	5.5510983	209.92795	88.431274	87.75117	34555	244.01953	5.4712124	207.10858	85.9664	85.23187	34555	260.34183	5.481146	206.21655
F6_S22_contig_5920	30.616226	30.475008	25452	54.522556	2.1570408	81.57364	35.796894	35.71466	25467	70.625534	2.2238188	84.18098	35.275585	35.083645	25467	66.47899	2.2471507	84.544304
F6_S22_contig_6039	26619.834	25857.252	73617	269012200	1870.1627	70724.65	29478.73	28723.195	73597	323934430	1817.8318	68812.65	29609.27	28756.285	73601	348813100	1878.3296	70668.19
F6_S22_contig_6066	5.8636203	5.654541	36172	10.116629	0.41091534	15.539752	5.900047	5.5913553	36332	13.368015	0.36149007	13.683944	6.450739	6.20099	36280	13.300019	0.407608	15.335392
F6_S22_contig_6162	13.697687	13.595352	11003	21.412561	0.952475	36.02012	14.708099	14.488688	10924	23.066462	0.9011914	34.11393	15.481618	15.56669	10850	26.92863	0.97700083	36.757572
F6_S22_contig_6219	9.443383	9.331111	12814	14.258188	0.6613727	25.011372	11.554327	11.45973	12642	23.946823	0.7044636	26.666954	11.351232	11.397526	12301	22.283957	0.71769434	27.001736
F6_S22_contig_6283	10.537604	10.231276	12760	42.098022	0.74311066	28.10249	12.92713	12.555546	12872	61.213486	0.7995326	30.265696	12.496843	11.963373	12962	60.61524	0.80023086	30.106989
F6_S22_contig_6538	273.71033	270.29822	10700	1955.6959	19.883858	751.9555	338.3729	334.56625	10700	2610.683	21.520292	814.6345	300.24512	296.60437	10700	1707.1123	19.77449	743.97327
F6_S22_contig_6572	3.0475066	2.9664574	12898	4.1422763	0.21366407	8.08022	3.3903556	3.1700182	13294	6.0621223	0.20709796	7.8395395	3.5319452	3.432716	13155	5.4718075	0.22194374	8.350162
F6_S22_contig_6816	11.796838	11.669766	33606	18.970438	0.8356867	31.603472	13.838624	13.684312	33606	25.032776	0.85928506	32.5276	13.843496	13.5892	33606	25.862398	0.8867639	33.362606
F6_S22_contig_6914	716.757	711.8248	25433	6100.411	50.6024	1913.651	813.09875	809.3511	25433	5057.3545	50.38767	1907.387	810.5946	807.0662	25433	6069.378	51.679363	1944.326
F6_S22_contig_7158	11.824318	11.650774	21262	20.54442	0.84135836	31.817974	12.442307	12.3300705	21262	19.455248	0.7790134	29.488985	12.868511	12.712241	21262	27.429918	0.8233832	30.978048
F6_S22_contig_7162	104.07924	104.077324	31030	318.8759	7.4030776	279.96494	109.88989	109.85255	31030	307.9439	6.8574653	259.58414	114.476746	114.353195	31030	377.41946	7.349194	276.49802
F6_S22_contig_7364	5.734885	5.599678	10504	7.7733283	0.399893	15.122901	6.314275	6.180794	10483	7.652791	0.39487717	14.947782	6.3048096	6.2860513	10485	6.81368	0.40555498	15.258149
F6_S22_contig_7376	26.564524	26.871363	11758	77.23025	1.8562331	70.19786	29.00448	29.259571	11758	75.519905	1.7740524	67.15545	29.183666	29.62519	11758	114.31877	1.8415004	69.28257
F6_S22_contig_7461	67.656746	63.001198	32619	1532.6943	4.736809	179.13364	74.89491	70.16603	32607	1706.018	4.60042	174.14546	74.50023	69.22431	32616	1903.6364	4.712601	177.30164
F6_S22_contig_7925	3263.5327	2947.6992	125472	4735307	229.19223	8667.452	3800.5498	3464.8762	125472	5726152.5	234.28818	8868.804	3621.4353	3276.2192	125472	5800702.5	229.64633	8639.958
F6_S22_contig_8327	20082.984	17649.477	12280	472080260	1520.0547	57484.48	24026.16	21151.475	12280	662671500	1595.9178	60412.28	22865.635	20091.072	12280	611080200	1562.4722	58784.695
F6_S22_contig_8347	130.98769	118.34923	35643	6496.438	9.808079	370.91592	140.78471	127.03781	35643	8160.403	9.290929	351.70117	139.29431	125.72124	35643	7580.9136	9.44854	355.48126
F6_S22_contig_8388	4.721347	4.65767	10703	4.8180385	0.3309094	12.514127	5.0433316	4.92153	10426	8.108054	0.31426695	11.896336	4.3030386	4.147353	10244	8.139	0.27677098	10.412926
F6_S22_contig_8465	17.707834	17.20869	16808	184.7894	1.3043453	49.32691	19.984747	19.370302	16724	282.14676	1.2967288	49.08669	21.525698	20.877422	16848	280.2057	1.4339981	53.95114
F6_S22_contig_8821	4.1254396	4.0195313	1856	4.905077	0.27294722	10.322152	1.8833529	1.6145834	1489	4.0151243	0.14466342	5.4761276	1.7977725	1.7714844	1745	1.1021886	0.11809917	4.4432297
F6_S22_contig_9060	176.13516	175.28488	13823	380.95245	12.638334	477.94876	202.86777	202.1023	13823	474.69162	12.7071905	481.02115	190.90178	190.05371	13823	391.94675	12.351955	464.71616
F6_S22_contig_9420	265.655	259.1203	32393	4664.6675	18.58452	702.81793	296.4691	288.96613	32393	5517.9663	18.199947	688.94525	299.13748	291.74124	32393	5267.6274	18.89719	710.96686
F6_S22_contig_9513	94.25383	95.241165	29741	466.4184	6.611439	250.02728	99.53956	101.0401	29741	563.8148	6.123639	231.80576	99.15113	100.30286	29741	635.71857	6.2831106	236.38876
F6_S22_contig_9608	48.90217	41.42087	23486	17030.555	5.01904	189.80699	54.406155	45.757713	23486	21793.264	4.9126678	185.96529	53.05305	44.757236	23486	20497.129	4.9204574	185.12177
F6_S22_contig_10037	9.900337	9.256004	28646	46.257904	0.69264275	26.19395	11.290743	10.492125	28579	65.01772	0.69747096	26.402237	10.871386	9.803103	28502	94.09952	0.6893229	25.9343
F6_S22_contig_10040	24941.434	24898.22	12604	8084831	1745.9008	66025.4	26411.074	26366.545	12604	8578422	1622.7367	61427.484	26988.66	26936.31	12604	9305680	1705.9623	64183.21
F6_S22_contig_10060	1898.184	1682.4751	62714	1722859.5	133.05539	5031.8076	2064.9146	1830.8308	62619	2007662.9	127.05365	4809.519	2097.6997	1864.0693	62563	2036923.3	132.77374	4995.331
F6_S22_contig_10076	13.301382	12.952276	33513	37.671257	0.99168736	37.503	14.861943	14.497752	33513	47.42869	0.97880584	37.05194	15.142283	14.71106	33513	47.586582	1.0254378	38.57991
F6_S22_contig_10153	123.17595	120.330505	17189	1871.3109	9.1988735	347.8773	144.9602	141.03072	17189	2640.1008	9.511075	360.03464	142.89401	139.21536	17189	2520.4336	9.599947	361.17776
F6_S22_contig_10347	75.43617	74.160255	45279	444.7589	5.2955103	200.26231	86.961555	85.39552	45279	522.4081	5.3558345	202.74104	86.33903	84.67543	45279	593.0654	5.4733973	205.92491
F6_S22_contig_10732	103.60192	97.21733	38974	1807.9844	7.4650025	282.30685	117.62498	110.0285	38974	2398.5469	7.4395022	281.61688	115.602615	108.09453	38974	2261.9321	7.5176544	282.83585
F6_S22_contig_11028	586.3528	583.00916	37683	7385.633	41.036175	1551.8811	628.19604	625.0478	37683	6696.127	38.590057	1460.7981	634.3052	630.81976	37683	7907.8096	40.084644	1508.0997
F6_S22_contig_11358	23.385723	23.224678	41112	34.376747	1.6427026	62.122738	25.595259	25.440434	41112	35.906082	1.5782079	59.741882	25.03369	24.924835	41112	34.67652	1.5857983	59.662285
F6_S22_contig_11464	132.86638	131.38129	23462	1274.6555	9.666891	365.57657	159.28346	156.61429	23462	1857.0343	10.196064	385.96436	152.11848	150.12497	23462	1712.8511	10.012646	376.70453
F6_S22_contig_11477	25.868202	25.964005	27313	41.515167	1.8134124	68.57853	28.172182	28.151184	27310	41.097637	1.7382703	65.80093	29.23797	29.320694	27313	46.932625	1.8513767	69.65416
F6_S22_contig_11551	6.6318045	6.3424163	15794	24.146152	0.4694913	17.754942	6.8023853	6.556605	16178	17.512661	0.42196128	15.973026	7.2017126	6.861919	16153	24.685715	0.46264252	17.405952
F6_S22_contig_11897	3.4975312	3.4054246	10572	4.293547	0.24561805	9.28863	4.5535846	4.3829746	10610	8.762562	0.2789397	10.559057	4.15673	4.064811	10649	5.477765	0.2639128	9.929159
F6_S22_contig_12200	118.36348	115.67337	35610	5349.909	8.330248	315.0283	135.80516	132.58815	35610	6528.498	8.375253	317.03888	132.30635	129.5221	35610	6583.2246	8.408745	316.36115
F6_S22_contig_12287	16.760183	16.087425	13456	71.332115	1.288656	48.733593	18.254698	17.47637	13456	80.374275	1.2199203	46.179173	18.317827	17.745825	13456	65.49303	1.2479204	46.950382
F6_S22_contig_12440	153.54642	151.04552	43134	1555.2538	10.750926	406.5719	171.94435	169.10033	43134	1756.3528	10.570148	400.1251	171.21152	168.24663	43134	2060.6287	10.829666	407.44333
F6_S22_contig_12717	301.48685	298.44122	11065	2097.581	21.679255	819.8528	359.8905	356.04877	11065	2766.6028	22.669628	858.14166	332.68018	328.68884	11065	2784.1523	21.584597	812.07477
F6_S22_contig_12722	7.3657284	7.243133	4235	10.475416	0.51336855	19.414263	8.169645	7.8460703	4235	15.571851	0.5377995	20.358006	10.597552	10.401142	4235	17.518702	0.7088496	26.668964
F6_S22_contig_13020	93.33046	87.39076	32414	11826.152	7.768462	293.7829	101.89282	94.901924	32414	14778.685	7.513536	284.4193	101.069954	94.31469	32414	13641.847	7.60696	286.19577
F6_S22_contig_13126	6.410433	6.3042455	10042	8.143126	0.4456163	16.852034	6.6852	6.4501348	10042	13.26132	0.41488808	15.705275	6.5667205	6.5007863	10009	8.517134	0.41851914	15.745902
F6_S22_contig_13157	16.16198	16.06956	11135	21.610643	1.1322364	42.818214	16.443716	16.26155	11097	30.061384	1.0073842	38.13379	17.916462	17.788292	11120	22.930765	1.1353289	42.714333
F6_S22_contig_13468	40.37637	39.87411	34951	119.37155	2.8224618	106.73813	45.95144	45.52776	34951	124.93805	2.8198419	106.74302	44.665154	44.12525	34951	146.62776	2.817499	106.00247
F6_S22_contig_13532	4.81687	4.614751	17300	8.326183	0.33719674	12.751894	5.4918447	5.2372956	17358	10.320674	0.33768976	12.782991	5.677997	5.4335318	17264	12.508865	0.35891423	13.503385
F6_S22_contig_13546	22.430979	22.279259	37936	35.60675	1.5746365	59.548656	27.038982	26.886526	37936	38.78616	1.6651852	63.03433	25.721537	25.431252	37936	48.742836	1.6286263	61.273632
F6_S22_contig_13559	557.0465	562.1141	13350	24430.883	38.826714	1468.325	629.9698	633.6348	13350	28480.258	38.54709	1459.1711	611.74084	616.68945	13350	25482.678	38.473717	1447.4921
F6_S22_contig_13648	36.375206	36.055653	33809	160.48927	2.5700479	97.19248	40.13102	39.784584	33809	166.24927	2.4865217	94.125404	40.38501	40.058952	33809	211.35664	2.5744123	96.85678
F6_S22_contig_13748	10.478742	10.365101	35303	13.092696	0.7338431	27.752024	12.444182	12.3771	35309	19.686308	0.7637652	28.91175	11.801427	11.664551	35276	18.90611	0.74652725	28.086521
F6_S22_contig_13760	55.46839	46.73374	18532	2222.2454	4.1778464	157.99521	55.568653	47.11406	18532	2151.1223	3.674507	139.09572	58.750137	50.092056	18532	2271.8538	3.977727	149.65363
F6_S22_contig_13794	122.62912	117.728264	10617	5235.215	10.217966	386.41684	141.93523	135.26399	10617	7633.3315	10.291827	389.58945	137.5139	131.38	10617	7219.9395	10.319102	388.23434
F6_S22_contig_13898	23.263706	22.917273	40952	64.75322	1.6354216	61.847385	28.643555	28.316395	40953	73.496	1.7676823	66.91431	26.095385	25.593035	40953	71.82496	1.6557171	62.292828
F6_S22_contig_13955	31.695795	31.65264	42845	42.532276	2.2236106	84.0911	35.755196	35.537304	42845	64.2577	2.1970067	83.166046	34.21499	34.076458	42845	56.245796	2.167375	81.54292
F6_S22_contig_13983	3.4145033	3.3239672	11453	4.1187687	0.2382758	9.010966	3.3792498	3.2784705	11170	4.9161186	0.20979306	7.941562	3.2540612	3.2204132	11466	3.2336638	0.20491426	7.7094655
F6_S22_contig_14022	16.628864	16.432024	49423	53.150936	1.16851	44.19001	18.128853	17.979458	49423	57.1388	1.1181786	42.3278	19.323463	19.19282	49419	72.900475	1.2263798	46.13995
F6_S22_contig_14048	15.063336	14.793023	40632	42.385204	1.0600195	40.08716	17.943258	17.740984	40632	49.024406	1.1112794	42.066628	16.6929	16.493221	40611	45.64146	1.0601497	39.885887
F6_S22_contig_14143	69.32914	68.10699	65523	483.09442	4.8640704	183.94637	81.30918	80.34562	65523	537.0042	5.0027585	189.37558	77.56932	76.115944	65523	636.8358	4.909691	184.71669
F6_S22_contig_14191	70.31551	68.763176	38560	498.3612	4.9280095	186.3644	79.66451	77.97877	38560	482.4088	4.9029493	185.59747	79.23358	77.18204	38560	617.4336	5.0178785	188.78702
F6_S22_contig_14226	13.301014	13.210748	39806	21.44954	0.9324794	35.26395	15.495184	15.319876	39789	26.697742	0.9505935	35.983997	14.996571	14.789196	39806	33.844444	0.94783753	35.660378
F6_S22_contig_14237	9.87557	9.797942	7600	9.527945	0.6901734	26.10054	10.190067	10.22025	7600	12.94897	0.62250954	23.56463	10.358658	10.3056965	7600	12.784489	0.6482969	24.390802
F6_S22_contig_14251	24.513502	24.364536	12148	38.607258	1.7097622	64.65875	23.835472	23.453611	12148	52.74279	1.4625438	55.363503	24.57893	24.254353	12148	37.400078	1.5517381	58.380844
F6_S22_contig_14264	251.6824	249.79106	45076	1218.1141	17.636839	666.9792	301.89978	300.4415	45076	1516.7936	18.552452	702.2893	284.0147	281.9916	45076	1466.3351	17.963316	675.83185
F6_S22_contig_14302	21.464302	21.211353	43290	39.858227	1.5052009	56.922768	23.970654	23.771519	43290	52.794827	1.4761349	55.877975	24.539755	24.398909	43290	50.171818	1.553345	58.441338
F6_S22_contig_14683	198.82	163.92604	56826	42278.86	13.94361	527.31085	231.35512	196.05078	56826	46385.715	14.251829	539.49243	220.05919	183.71803	56826	48245.227	13.940769	524.4919
F6_S22_contig_14705	10.503403	9.69606	15434	44.7168	0.7665536	28.989056	12.37464	11.421125	15422	65.75782	0.8008321	30.31489	11.830477	11.020355	15412	51.58187	0.79530615	29.921707
F6_S22_contig_306|provirus_3_13705	104.5325	92.117386	13703	26437.264	8.6669855	327.7626	113.05423	99.28764	13703	32011.313	8.261872	312.747	117.89781	104.569305	13703	31260.781	8.810968	331.49396
F6_S22_contig_308|provirus_71541_86886	128.64597	128.08488	15346	358.4787	9.16405	346.5604	144.46848	143.74068	15346	486.38525	9.050919	342.61578	143.86226	142.95584	15346	513.7322	9.26181	348.45605
F6_S22_contig_400|provirus_35720_53100	140.58453	136.90135	17381	1193.9524	10.153807	383.99042	166.07521	162.01637	17381	1528.7744	10.519305	398.2004	157.06285	152.41466	17381	1638.8099	10.22534	384.70682
F6_S22_contig_1305|provirus_316_42912	44.338444	44.67662	42597	114.82335	3.1185927	117.93704	51.480907	51.838993	42597	121.78976	3.1724408	120.09042	48.38217	48.592205	42597	107.57056	3.0666227	115.37524
F6_S22_contig_1916|provirus_7138_34158	92.1978	92.03416	27021	146.54083	6.482907	245.16653	97.50984	97.42039	27021	152.07413	6.026342	228.12274	97.685646	97.44044	27021	201.58987	6.205615	233.47305
F6_S22_contig_1933|provirus_9208_21551	14.62375	14.149235	12344	40.436623	1.0909634	41.257393	17.655733	17.214285	12344	65.573586	1.1490569	43.49669	17.884123	17.542366	12344	57.526386	1.1866288	44.644394
F6_S22_contig_2448|provirus_83224_100107	29.295925	20.878036	16884	2354.8557	2.56723	97.085945	31.830645	22.319016	16884	3033.5586	2.5048945	94.82094	32.007412	22.599987	16884	2975.0195	2.5456467	95.774574
F6_S22_contig_2538|provirus_1_20222	314.60782	307.14343	20222	14999.686	22.341179	844.8849	358.31906	352.2356	20222	17549.928	22.35912	846.38776	350.2418	342.85825	20222	17662.502	22.463243	845.1319
F6_S22_contig_2738|provirus_3_16544	12.920327	11.332859	16542	116.85205	1.0578204	40.00398	15.153307	13.28494	16469	186.7183	1.1132314	42.14055	14.717911	12.995255	16542	154.77638	1.104988	41.57281
F6_S22_contig_3044|provirus_53965_83358	772.0569	773.1091	29394	16270.265	54.337772	2054.9128	808.1585	809.9494	29394	20764.68	49.881153	1888.2133	838.39685	839.1855	29394	22686.768	53.24354	2003.1761
F6_S22_contig_3172|provirus_31745_81660	263.8926	255.5831	49916	7241.586	18.561403	701.9438	296.51477	287.70267	49916	8512.366	18.30918	693.08014	298.08072	289.07922	49916	8666.001	18.928633	712.1497
F6_S22_contig_4098|provirus_23287_62395	143.49287	136.27771	39109	4120.96	10.392853	393.03052	166.02559	158.75354	39109	4755.2314	10.556712	399.61636	161.62683	153.89302	39109	4946.1143	10.557201	397.19232
F6_S22_contig_4133|provirus_5248_28852	41.203114	41.404385	23605	199.53339	2.9334686	110.93613	43.722107	44.0792	23605	184.21387	2.742041	103.79796	44.37122	44.457535	23605	198.18283	2.862862	107.70916
F6_S22_contig_4234|provirus_138754_189682	55.244568	52.5257	50929	1440.7449	4.0695605	153.90019	57.327557	54.524475	50929	1600.2987	3.7130911	140.55627	59.51811	56.88795	50929	1543.2932	3.9636817	149.12521
F6_S22_contig_4240|provirus_17236_70027	75.45882	75.33173	52792	103.70319	5.3059673	200.65784	83.17993	83.05502	52792	137.95058	5.141328	194.62119	82.02897	81.91965	52792	132.10236	5.2120156	196.09113
F6_S22_contig_4550|provirus_11884_26046	62.58153	62.25862	14163	234.4192	4.497896	170.09874	71.43959	70.76691	14163	274.9148	4.524963	171.28902	70.74716	70.1389	14163	321.2144	4.609944	173.4394
F6_S22_contig_4660|provirus_201_22580	26.37418	26.289385	22380	38.36239	1.8603829	70.35482	34.457626	34.333267	22380	53.30098	2.1392088	80.978134	30.759424	30.706118	22380	40.630844	1.9596723	73.728546
F6_S22_contig_4769|provirus_105707_121283	64.04103	64.21239	15577	145.59705	4.51848	170.87704	66.423546	66.46064	15577	143.10268	4.125503	156.16776	69.41849	69.01419	15577	179.27448	4.442929	167.15573
F6_S22_contig_5116|provirus_73119_93470	28.064796	28.003904	20352	42.83976	1.9809418	74.91403	32.20077	32.073753	20352	52.030643	1.9957182	75.546394	32.99421	32.81641	20352	53.92914	2.1053104	79.207886
F6_S22_contig_5222|provirus_224_14220	54.80234	54.45567	13997	81.96851	3.8711174	146.39548	54.606773	54.330418	13997	92.54803	3.3569107	127.07335	59.054886	58.97705	13997	94.21927	3.7522552	141.17061
F6_S22_contig_5509|provirus_41712_72762	47.871784	47.645355	31051	81.0855	3.387695	128.11374	54.026115	53.74395	31051	111.00013	3.3567913	127.06886	54.910328	54.68516	31051	116.17812	3.5059164	131.90271
F6_S22_contig_5786|provirus_57689_107408	25.132095	25.115232	49720	79.67346	1.7737105	67.0771	26.17779	26.047003	49720	100.86845	1.6241407	61.480606	27.817814	27.706034	49720	108.26746	1.7781705	66.899895
F6_S22_contig_5810|provirus_57350_87884	157.31259	161.41881	30535	1786.3022	11.0772505	418.9126	176.00026	181.12553	30535	2134.0852	10.881229	411.9007	172.60721	177.50832	30535	2081.3418	10.977938	413.02173
