Contig	M1_S25-metaG_Genomad_mapped Mean	M1_S25-metaG_Genomad_mapped Trimmed Mean	M1_S25-metaG_Genomad_mapped Covered Bases	M1_S25-metaG_Genomad_mapped Variance	M1_S25-metaG_Genomad_mapped RPKM	M1_S25-metaG_Genomad_mapped TPM	M2_S26-metaG_Genomad_mapped Mean	M2_S26-metaG_Genomad_mapped Trimmed Mean	M2_S26-metaG_Genomad_mapped Covered Bases	M2_S26-metaG_Genomad_mapped Variance	M2_S26-metaG_Genomad_mapped RPKM	M2_S26-metaG_Genomad_mapped TPM	M3_S27-metaG_Genomad_mapped Mean	M3_S27-metaG_Genomad_mapped Trimmed Mean	M3_S27-metaG_Genomad_mapped Covered Bases	M3_S27-metaG_Genomad_mapped Variance	M3_S27-metaG_Genomad_mapped RPKM	M3_S27-metaG_Genomad_mapped TPM
M1_S25_contig_45	99.690254	99.52373	24076	234.10759	129.94446	3628.0186	88.466354	88.54091	24076	169.15945	131.80606	3674.606	85.0497	84.68088	24076	185.57994	128.11353	3564.129
M1_S25_contig_49	23.714945	23.251282	13144	116.89941	30.765392	858.9624	21.483994	20.826778	13144	122.609634	32.56489	907.8731	19.774666	19.226316	13144	111.196335	30.101242	837.41943
M1_S25_contig_173	613.4225	617.0869	12675	5013.78	775.7007	21657.377	608.92365	613.37854	12675	5569.1753	894.12	24927.066	554.81036	559.0384	12675	4595.0815	817.2731	22736.61
M1_S25_contig_987	67.092285	36.389	21140	25948.195	97.11034	2711.2976	67.49166	34.50328	21140	29415.033	115.49433	3219.8533	73.547264	43.378998	21140	24978.508	123.959526	3448.5654
M1_S25_contig_2280	35.783855	32.691055	11189	550.6861	47.57547	1328.2959	51.203552	46.87441	10993	1032.7833	79.27125	2209.9946	47.358818	43.391163	11081	922.99744	73.47144	2043.982
M1_S25_contig_2634	122.22059	120.41878	20183	619.8001	155.11417	4330.7515	110.95917	108.8222	20183	705.0144	161.59607	4505.118	121.998055	119.89462	20183	775.35266	178.83972	4975.3364
M1_S25_contig_3145	6.5315022	6.4370737	15567	9.601231	8.222282	229.56422	5.9000325	5.8069496	15593	8.014241	8.578938	239.17113	4.860937	4.775289	15189	7.4830523	7.0112896	195.05469
M1_S25_contig_4117	1073.8754	1036.9462	13465	71835.89	1373.0476	38335.16	837.1805	805.3074	13465	47472.3	1239.7699	34563.4	913.0146	882.73676	13465	51088.586	1355.6022	37712.97
M1_S25_contig_4417	99.536194	98.81764	15223	3553.0986	136.6719	3815.8472	59.695084	57.678707	15223	2822.1804	100.21957	2794.0095	78.64247	77.530624	15223	2968.2612	128.14537	3565.0146
M1_S25_contig_4677	9.022747	8.895093	12943	12.58477	11.377334	317.65234	8.115532	7.993313	12893	12.91051	11.785713	328.57254	6.592824	6.4989142	12895	9.478737	9.509515	264.5556
M1_S25_contig_4791	12.000899	11.787671	15722	24.172243	17.481487	488.07895	5.7797327	5.623216	15386	11.043637	8.442962	235.38028	8.418315	8.336044	15708	10.571262	12.492487	347.54224
M1_S25_contig_6383	11.978365	11.463579	13961	41.910305	16.794456	468.89728	7.5494213	7.246181	13948	20.82041	11.246402	313.53717	10.262084	9.915179	13931	31.945202	15.308896	425.8948
M1_S25_contig_6473	33.233616	23.81517	13668	6876.3813	55.282368	1543.4703	27.587069	19.332922	13668	5139.8574	55.38884	1544.1792	30.267792	21.634287	13668	5721.1245	60.30541	1677.7019
M1_S25_contig_6495	108.179825	102.98125	22366	6777.418	157.19894	4388.957	97.66708	93.37772	22366	5377.598	164.11491	4575.3413	91.007965	86.39653	22366	4769.9673	155.20802	4317.901
M1_S25_contig_6555	20.945179	20.661043	23462	48.14877	29.977158	836.95514	14.598146	14.434372	23462	25.355734	21.60117	602.21643	16.892715	16.641455	23462	28.764221	25.03942	696.59875
M1_S25_contig_7091	7.5952024	7.4365335	11573	12.45003	9.493364	265.05258	6.507135	6.3788543	11509	9.3520565	9.608326	267.86945	6.617789	6.487793	11479	12.88787	9.598117	267.02036
M1_S25_contig_7293	9.625461	9.433823	18618	17.730566	13.096639	365.655	7.602014	7.3640356	18499	15.526012	11.769805	328.12885	9.162822	8.882926	18593	22.026175	14.311886	398.1579
M1_S25_contig_7706	20.959183	17.61061	22248	4374.441	36.853855	1028.9507	18.255045	15.421267	22248	3281.639	38.135994	1063.1891	16.204271	13.480242	22248	2901.0457	34.213676	951.82764
M1_S25_contig_8842	5.973552	5.7646394	15722	12.643406	7.937847	221.62282	4.414981	4.0918894	14758	12.271964	6.603265	184.09167	5.40756	5.25939	15471	8.573578	8.075479	224.66055
M1_S25_contig_9670	57.728714	56.284657	19034	455.12714	75.707985	2113.7488	36.48157	35.597965	19034	189.14299	54.567513	1521.2816	48.15696	46.72376	19034	336.76147	72.40315	2014.2621
M1_S25_contig_10074	28.388197	25.144562	19434	704.1979	39.974476	1116.078	20.356617	17.728739	19361	432.56415	29.896605	833.4839	25.97713	22.78653	19361	623.8978	38.325542	1066.22
M1_S25_contig_10331	333.24997	331.5187	31813	2107.451	428.07443	11951.733	276.0182	274.9518	31813	815.83575	403.86533	11259.316	355.8743	354.47867	31813	1051.8461	522.7625	14543.296
M1_S25_contig_10417	4.5798435	4.449028	10535	6.7463923	5.7246637	159.83122	3.414666	3.3067617	10006	5.036412	4.9329042	137.52386	4.705751	4.6711125	10502	5.268273	6.7696123	188.33116
M1_S25_contig_11171	21.09332	20.273058	22085	75.56041	27.104204	756.74274	16.983131	16.216127	22085	59.56205	25.302908	705.41693	18.266834	17.471407	22085	61.05487	27.341728	760.6492
M1_S25_contig_11417	9.380816	8.973771	17497	33.25765	12.083482	337.368	8.84643	8.660669	17172	30.666403	12.832979	357.7691	8.525206	8.235238	17612	27.014364	12.363811	343.9623
M1_S25_contig_12221	84.36942	83.86396	24293	239.41347	106.52832	2974.2446	87.3507	86.73326	24293	236.02444	128.49677	3582.3464	88.192604	88.02609	24293	191.41745	129.55629	3604.268
M1_S25_contig_12369	426.80902	424.18362	59594	41129.42	545.11884	15219.587	343.57956	338.24722	59594	26879.46	511.94272	14272.392	324.13162	313.55603	59594	26815.766	486.0901	13523.071
M1_S25_contig_12516	96.638824	96.08617	11200	295.2421	122.82477	3429.239	87.835655	87.33521	11200	196.61462	128.01895	3569.0254	97.27367	96.83974	11200	171.4128	142.33653	3959.8145
M1_S25_contig_12555	7.026985	6.7536845	11120	16.701408	8.704553	243.02907	5.265764	5.0125175	10362	13.45349	7.6657887	213.71367	5.2048883	5.1135674	10902	6.9274845	7.629047	212.24074
M1_S25_contig_12978	7.3761616	7.288822	10077	11.141762	9.332054	260.5487	5.534119	5.3772893	9881	7.7134886	7.946863	221.54971	4.9527426	4.8286157	9940	7.963295	7.1533175	199.00595
M1_S25_contig_13205	15.636225	14.009718	13870	141.17058	21.259413	593.55774	12.987172	11.613865	13827	92.358025	20.615396	574.7343	12.779301	11.055799	13861	127.66497	20.705877	576.0395
M1_S25_contig_13227	20.32635	8.900111	18192	8119.588	34.472637	962.46765	18.364925	7.8045325	18091	6875.019	36.42333	1015.4421	18.325628	8.798005	18192	5500.359	35.83183	996.84485
M1_S25_contig_13452	446.26346	338.53955	14907	1867625.3	675.52106	18860.383	387.14264	289.40616	14907	1563483.1	695.91315	19401.28	369.0429	274.0003	14907	1486928.4	669.8854	18636.271
M1_S25_contig_14021	67.003654	68.579895	43891	481.20453	84.926315	2371.1228	66.60611	67.99121	43855	493.19336	96.60514	2693.2441	64.01546	65.386856	43888	467.1841	93.19753	2592.7637
M1_S25_contig_14497	8.134125	7.9482307	13269	17.710182	10.431582	291.24716	8.439444	8.209849	13363	18.946154	12.370506	344.87595	6.290037	6.1163964	13079	12.923135	9.483996	263.84555
M1_S25_contig_15090	79.61753	66.99952	11785	9730.63	111.90113	3124.2534	74.64796	63.277573	11785	8744.165	123.17829	3434.0728	83.71723	71.95637	11785	9603.295	137.15984	3815.798
M1_S25_contig_15157	6.928455	6.6806483	14031	17.507067	9.253329	258.35077	5.286534	5.078854	13748	11.216348	8.068556	224.94249	5.928455	5.6876526	14154	11.367931	9.024716	251.06833
M1_S25_contig_15807	222.42558	215.39253	38230	10333.076	286.91995	8010.738	185.85394	179.95445	38230	7385.322	278.65417	7768.5684	165.04698	159.95662	38230	6268.9033	249.64288	6945.0864
M1_S25_contig_16138	7.9691205	7.710721	14203	23.850676	10.337639	288.62427	6.4850163	6.05193	14114	21.291904	9.551192	266.27652	6.853674	6.645536	14074	19.038874	10.108989	281.2331
M1_S25_contig_16750	70.67639	64.73114	38116	11858.702	97.11465	2711.418	57.136173	52.535236	38116	6290.7754	90.837036	2532.4355	55.375126	50.74776	38116	6512.8306	89.19622	2481.4473
M1_S25_contig_17033	662.4377	660.84155	12604	4959.6377	829.3485	23155.213	665.718	663.8218	12604	5139.9404	968.8897	27011.563	587.7302	586.62256	12604	2945.8374	858.99884	23897.422
M1_S25_contig_17256	551.77356	541.5137	13453	12221.69	705.53754	19698.441	494.14893	488.381	13453	8856.2295	731.41693	20391.09	515.331	507.7963	13453	9209.341	763.16376	21231.281
M1_S25_contig_17420	4.782741	4.6981263	11132	5.8688254	6.948268	193.99393	3.397291	3.2441697	9810	6.687306	6.144151	171.29213	5.031844	4.795994	11002	11.675939	8.614845	239.6657
M1_S25_contig_17533	134.84344	105.625984	11130	26136.635	201.08636	5614.2813	118.67377	92.73093	11130	21175.852	206.71686	5763.035	116.90419	89.07701	11130	24420.16	207.56348	5774.434
M1_S25_contig_18379	6.2806964	6.1924605	10200	8.600175	7.8178396	218.27222	3.9575124	3.891886	9964	4.1672664	5.845521	162.96652	5.88	5.798917	10163	7.8233933	8.558034	238.08514
M1_S25_contig_18542	4.1478777	3.9806552	15000	7.533073	5.6108394	156.65329	2.9213905	2.815377	14752	3.9313483	4.479257	124.87666	4.487417	4.421703	15302	5.6667004	6.717513	186.88177
M1_S25_contig_18755	21.164537	21.227299	17757	44.844627	26.265802	733.335	17.703867	17.539913	17691	39.12791	25.514317	711.3108	20.758562	20.803118	17757	37.095905	30.073124	836.6371
M1_S25_contig_19795	9.914278	9.719088	11446	21.441736	12.670714	353.7634	5.5850143	5.4519362	11019	10.068505	8.055296	224.57274	7.4599257	7.380578	11074	15.346352	10.840999	301.59763
M1_S25_contig_20348	48.74467	40.730064	11406	2926.9883	74.82169	2089.0034	44.877487	38.06672	11406	1953.068	78.54533	2189.7556	38.001423	32.303	11406	1404.4426	66.926895	1861.912
M1_S25_contig_20919	85.975075	76.794395	26830	3090.2502	123.858116	3458.0884	79.537254	72.21019	26830	2439.5684	134.21394	3741.735	75.82058	68.35719	26830	2443.1418	128.89635	3585.9065
M1_S25_contig_22533	80.49577	78.67817	54415	1008.12134	108.49473	3029.147	71.22834	69.553	54415	899.61646	111.388855	3105.3967	61.846016	59.98792	54415	876.6693	98.052055	2727.8162
M1_S25_contig_22710	9.154346	8.749312	23871	30.592793	11.656917	325.45828	8.152373	7.8818617	23836	19.354248	11.972785	333.78787	6.8434286	6.5529127	23548	19.672152	10.1045	281.10812
M1_S25_contig_23170	18.231426	16.431845	6597	379.8754	34.94662	975.70135	17.939507	16.149061	6597	368.48627	37.90062	1056.6271	14.794788	13.060658	6597	333.62604	33.74177	938.6992
M1_S25_contig_23530	18.190565	16.465958	29720	138.32364	23.712711	662.05316	16.164864	14.999812	29720	73.89778	24.367294	679.3329	15.471018	14.614301	29720	63.07929	23.460447	652.67163
M1_S25_contig_23673	8.863034	8.727158	16760	11.40667	11.027694	307.8907	6.740819	6.6160536	16740	8.309907	9.789718	272.92642	6.085551	5.985686	16704	6.5307627	8.9193	248.13574
M1_S25_contig_24206	8.360196	7.211041	11911	61.40335	11.953852	333.74872	7.1875052	6.122449	11846	49.11985	11.96902	333.68283	5.4616103	4.536537	11635	34.20622	9.376424	260.853
M1_S25_contig_24734	28.284027	5.877026	13334	84116.375	64.461914	1799.7612	25.92871	4.4340854	12651	77503.54	73.64139	2053.04	25.208452	5.0345864	13294	67628.61	70.314545	1956.1569
M1_S25_contig_24825	375.2447	376.0787	15893	2285.4692	475.20605	13267.64	316.23642	315.84192	15893	1094.5659	462.17346	12884.88	288.59558	288.2377	15893	763.54364	423.4426	11780.211
M1_S25_contig_24882	33.309837	32.917427	11088	183.41968	47.80107	1334.5946	21.492504	21.26945	11088	49.755302	32.362366	902.22656	28.826933	28.358826	11088	104.92941	43.79162	1218.2865
M1_S25_contig_24909	9.41684	9.09985	19378	18.784729	11.90629	332.4206	9.007801	8.705189	19365	18.253647	13.10493	365.3509	6.6430726	6.4998846	19216	11.484651	9.662568	268.81348
M1_S25_contig_24929	27.451176	23.061045	14670	1735.4744	40.627224	1134.3026	24.501564	20.870127	14095	1211.1678	41.716793	1163.0177	23.460493	20.107737	14636	940.7498	39.94124	1111.1688
M1_S25_contig_24994	6.5908146	6.425032	17109	13.854686	8.251268	230.37347	6.3365684	6.066367	17089	15.529443	9.185357	256.07758	5.472097	5.287548	17192	9.895085	7.9617662	221.4971
M1_S25_contig_26556	25.000113	23.61476	18065	692.9713	35.901905	1002.3726	20.52978	19.121178	18065	624.78326	34.607517	964.8189	18.475021	17.160559	18065	514.9393	31.106665	865.39026
M1_S25_contig_27340	20.603252	20.462963	22290	34.266632	26.01223	726.2551	17.519287	17.314112	22290	25.77482	25.792625	719.06946	14.92308	14.679815	22290	21.47965	21.920893	609.841
M1_S25_contig_27700	108.09136	108.00352	15310	274.96854	135.52489	3783.822	65.89499	65.60833	15310	105.91906	95.48554	2662.0305	79.74472	79.70544	15310	149.06577	116.19921	3232.6726
M1_S25_contig_28270	802.5536	799.9203	18764	5915.6177	1020.12445	28481.629	647.4452	646.7274	18764	1551.6484	942.0512	26263.342	880.5446	880.0865	18764	2389.738	1284.5371	35735.934
M1_S25_contig_28564	421.11218	408.7638	12441	21664.725	570.7971	15936.519	371.87918	360.69928	12441	19803.273	587.7015	16384.465	339.57953	329.4168	12441	19078.67	540.1457	15026.902
M1_S25_contig_28856	19.258139	13.674401	11977	1385.7184	28.214804	787.7507	17.425383	10.799249	11977	1714.8043	31.577269	880.339	19.484062	13.961296	11977	1361.5385	34.6923	965.1429
M1_S25_contig_29141	8.03608	7.9011784	11560	16.513874	10.9650135	306.14063	4.7068334	4.511978	11260	8.469129	6.9099364	192.64127	7.279951	7.0508113	11467	13.132298	10.6755085	296.99374
M1_S25_contig_30599	455.38846	429.8345	29446	49772.586	588.5247	16431.47	395.93283	372.7906	29446	40286.492	592.57	16520.186	359.25464	336.81802	29446	38746.89	540.77966	15044.54
M1_S25_contig_30657	20.361406	19.774336	17189	106.85107	30.020308	838.15967	12.918834	12.621764	17189	37.330715	20.179506	562.58203	17.429955	16.961857	17189	62.93792	27.461237	763.9741
M1_S25_contig_31202	25.262323	11.044138	15303	12242.666	58.720726	1639.4689	22.068964	7.6835546	15303	12312.206	63.64822	1774.4415	23.951164	9.070093	15303	13185.248	66.25472	1843.212
M1_S25_contig_31383	16.180592	16.026146	11114	27.753033	21.413124	597.8494	15.65861	15.62272	11114	17.78684	23.456285	653.9351	17.589931	17.565666	11114	18.944849	26.68476	742.3722
M1_S25_contig_33240	347.25726	326.46432	20877	24470.488	465.35565	12992.619	306.22888	285.27103	20877	21635.723	476.85498	13294.181	293.58966	274.2513	20877	18725.559	459.47754	12782.707
M1_S25_contig_34052	10.537076	10.424566	10534	17.297289	15.139921	422.70297	5.9750576	5.780976	10440	11.749256	8.965391	249.94504	8.906779	8.862829	10426	15.134522	13.465865	374.6216
M1_S25_contig_34748	5.2748566	5.160007	18573	7.6103396	9.017098	251.75526	4.302996	4.1609597	17699	7.5573626	9.013444	251.28488	4.060353	3.979932	18159	4.599058	8.13416	226.29308
M1_S25_contig_35073	27.869432	27.740376	14319	94.38488	40.70292	1136.4161	17.308773	17.454638	14273	43.75226	25.318333	705.847	23.925894	24.203482	14318	52.72219	35.205746	979.42676
M1_S25_contig_35532	7.836176	7.5839276	10108	18.061954	32.400482	904.61395	6.2016454	5.972247	10071	13.158091	35.163807	980.3276	7.114968	6.967677	10075	12.300617	30.174303	839.45154
M1_S25_contig_36040	24.352398	23.570068	13683	233.2959	31.055767	867.0697	22.65041	22.232574	13683	164.20374	34.208332	953.69025	21.55117	20.859863	13683	162.64114	32.7592	911.36383
M1_S25_contig_36109	14.319536	11.5695305	19550	665.0798	21.708668	606.1007	9.903557	7.9895763	19504	389.24203	17.775873	495.57153	11.871495	9.414662	19550	544.8637	21.622059	601.5277
M1_S25_contig_36550	6.822462	4.587835	12444	837.00635	18.139696	506.45596	5.1460133	3.0352952	11589	730.06134	17.647089	491.9811	7.040474	4.9532385	12254	787.6933	22.530542	626.8017
M1_S25_contig_37410	12.190578	5.223237	10952	5698.436	37.868534	1057.2802	9.934818	3.7209058	10234	4528.902	38.14793	1063.5217	11.326424	4.3452277	10616	5600.817	40.74855	1133.6283
M1_S25_contig_38080	63.591827	52.667557	11405	3820.6353	88.74979	2477.8728	57.810574	47.526306	11405	3320.4888	93.96882	2619.746	51.778233	42.5422	11405	2950.9233	85.07234	2366.7197
M1_S25_contig_38412	5.8134556	5.4749594	17667	16.31386	7.239482	202.12462	5.394728	5.224741	17218	10.407218	7.7378907	215.7239	4.847291	4.5576997	17419	11.161379	6.9937677	194.56718
M1_S25_contig_38741	10.591702	10.207469	10057	31.11765	16.721382	466.8568	6.5768647	6.2250757	10044	16.208582	10.494122	292.56445	9.006864	8.680274	10057	20.459671	14.191343	394.80444
M1_S25_contig_38760	9.166157	9.078618	11597	9.364669	11.505982	321.24445	8.35791	8.266233	11583	12.377304	12.515637	348.9221	8.651611	8.590993	11597	10.402816	12.852549	357.55902
M1_S25_contig_38772	77.923935	76.383026	95571	339.57895	98.36529	2746.3345	67.42821	65.862724	95571	261.95087	97.6523	2722.4377	67.529976	66.19357	95571	214.69276	98.089386	2728.8555
M1_S25_contig_40167	106.27176	105.55016	54304	418.01135	136.2252	3803.3748	98.573235	97.818016	54304	394.0276	146.60341	4087.14	88.75675	88.20519	54304	311.40097	132.33882	3681.6775
M1_S25_contig_41212	5.5949206	5.315555	22822	12.212947	7.001972	195.49344	5.491331	5.26948	22855	11.062397	7.995686	222.91075	4.837036	4.6982384	22543	7.005941	7.0646563	196.53935
M1_S25_contig_42948	18.877264	18.694853	13618	44.46484	23.786867	664.1236	15.495991	15.507919	13469	31.917948	22.211315	619.2267	17.921593	18.025408	13516	34.865635	25.816444	718.2158
M1_S25_contig_43047	29.967014	29.701231	12246	51.91914	38.18735	1066.1814	25.584574	25.413757	12246	29.0938	37.547245	1046.7753	23.2061	22.990448	12246	33.315193	33.91242	943.4464
M1_S25_contig_43338	5.108381	4.938527	25849	9.399001	6.568321	183.38586	4.4124384	4.3015084	25768	5.946464	6.375589	177.74435	4.0885477	4.006615	25606	5.22334	5.924793	164.82825
M1_S25_contig_43543	6.292624	6.094451	10822	12.122549	7.7865233	217.39781	5.4116826	5.259068	10718	8.901942	7.765261	216.48688	4.2684402	4.0748167	10441	8.953422	6.3060646	175.43533
M1_S25_contig_43711	49.09191	48.87845	34694	104.9386	62.308064	1739.6263	48.591595	48.485653	34694	70.3636	70.856804	1975.4083	38.65166	38.361275	34694	61.274643	56.63007	1575.4532
M1_S25_contig_44323	136.26761	112.11097	21565	33238.836	190.63953	5322.609	122.75583	100.89821	21565	27504.459	201.31041	5612.3115	113.51081	91.57728	21565	26890.771	187.10188	5205.19
M1_S25_contig_44737	10.020703	9.681566	17973	40.60854	13.399027	374.09753	9.657465	9.274796	17973	46.55458	15.146404	422.26483	9.321663	8.865033	17973	45.865158	14.691936	408.7309
M1_S25_contig_45444	122.53437	120.03263	72615	2574.6143	158.22105	4417.4946	95.32211	94.12194	72615	1119.1658	138.39162	3858.2046	112.12736	110.94942	72615	1383.875	163.15775	4539.0625
M1_S25_contig_398|provirus_16310_56569	136.06984	135.55742	40260	377.93195	170.20598	4752.111	110.35702	109.70067	40260	230.7927	160.34056	4470.1167	105.21985	105.06341	40260	180.67606	153.4439	4268.823
M1_S25_contig_614|provirus_32184_61415	59.413624	59.2065	29232	113.7377	75.31428	2102.7568	48.604393	48.392757	29232	83.83219	70.75651	1972.6127	49.71783	49.579544	29232	68.399055	72.758224	2024.1398
M1_S25_contig_969|provirus_2_11838	34.229572	34.09592	11837	65.69921	44.43208	1240.5332	23.551468	23.391006	11837	31.077251	34.26708	955.3279	32.51399	32.43426	11837	42.319828	47.510216	1321.7383
M1_S25_contig_1201|provirus_11758_45076	1004.34033	1004.8917	33319	8585.485	1266.5918	35362.94	787.2874	786.5793	33319	2222.7786	1145.1877	31926.557	790.18616	789.50574	33319	2045.4684	1153.5879	32092.922
M1_S25_contig_1524|provirus_641_45509	22.768019	21.111855	44869	476.31146	33.162876	925.89935	15.143294	13.696017	44869	352.17484	25.961134	723.7674	20.71578	19.344704	44869	347.44586	34.30862	954.4691
M1_S25_contig_2275|provirus_250_24739	49.52038	47.460148	24490	305.79785	62.661896	1749.5056	43.945194	42.234226	24490	230.91837	64.88225	1808.844	43.14047	41.730713	24490	197.61305	63.65112	1770.7799
M1_S25_contig_2413|provirus_9413_40604	112.43754	112.50508	31192	385.86078	139.78307	3902.709	145.08679	145.09761	31192	325.32303	210.79106	5876.619	106.54407	106.35833	31192	225.37186	155.22083	4318.2573
M1_S25_contig_2702|provirus_66386_101056	64.48617	64.36702	34671	124.19432	81.36241	2271.6187	63.104343	62.732304	34671	149.55678	91.97348	2564.118	57.40158	57.094017	34671	125.92022	84.073044	2338.9192
M1_S25_contig_3065|provirus_52464_83223	1085.0037	1083.3062	30760	10323.343	1369.5835	38238.445	874.61615	875.217	30760	2457.7346	1270.7653	35427.527	853.87115	853.4608	30760	2399.5955	1245.5704	34651.875
M1_S25_contig_4707|provirus_201_22580	30.899055	30.908787	22380	59.163883	39.320683	1097.8237	29.23149	29.160086	22380	41.989338	42.53934	1185.9493	24.81471	24.750599	22380	34.758648	36.33264	1010.7773
M1_S25_contig_5104|provirus_57339_105492	151.66685	150.92348	48154	5845.473	197.24539	5507.0435	150.95912	149.3916	48154	6768.8447	228.93153	6382.357	139.39575	137.64561	48154	6578.6304	212.87314	5922.1484
M1_S25_contig_5464|provirus_2_39897	80.15365	78.135445	39896	1318.3177	102.415726	2859.4233	69.155235	67.50769	39896	829.65546	102.38916	2854.496	71.44029	69.9856	39896	854.69116	106.00252	2948.9998
M1_S25_contig_5870|provirus_24216_63606	29.910273	28.928562	39391	364.72208	38.548504	1076.265	22.922377	22.041058	39391	279.89362	34.609623	964.8778	22.787493	21.91582	39391	249.368	34.542492	960.975
M1_S25_contig_6380|provirus_55811_94266	120.56996	119.84337	38456	456.057	152.77748	4265.5103	101.03224	100.17073	38456	365.45642	148.0798	4128.3	103.68992	102.87638	38456	323.03366	152.40794	4240.002
M1_S25_contig_6720|provirus_50_20224	63.91156	63.887867	20175	144.18958	80.96505	2260.5247	60.61578	60.44743	20175	95.64458	88.75776	2474.4678	62.95161	62.452866	20175	120.78676	92.37587	2569.9053
M1_S25_contig_6899|provirus_26456_53522	30.783928	30.164734	27067	91.11788	40.11927	1120.1202	20.975035	20.673174	27067	41.96855	30.751347	857.313	30.632128	30.286457	27067	52.47195	44.97308	1251.155
M1_S25_contig_8083|provirus_45445_55908	99.91846	99.42428	10464	413.6261	125.90925	3515.3567	133.914	134.39024	10464	286.47144	196.10414	5467.166	92.9841	93.10211	10464	207.31969	137.01933	3811.8901
M1_S25_contig_8375|provirus_124_37923	38.86571	38.433453	37800	281.10538	53.105057	1482.6805	27.806028	27.606268	37792	75.805336	40.602695	1131.9581	31.590624	31.064716	37789	218.61775	46.232403	1286.1897
M1_S25_contig_9233|provirus_2_13023	49.54001	44.064907	13022	1978.1366	68.598305	1915.2485	45.418583	40.640686	13022	1404.0662	73.009125	2035.4125	44.914776	40.232952	13022	1494.7799	72.246124	2009.8938
M1_S25_contig_9306|provirus_3_11988	702.7271	702.56085	11986	4133.6377	887.72205	24784.982	600.9807	602.4686	11986	1842.3347	878.7429	24498.377	578.9433	580.79376	11986	1933.411	849.4506	23631.79
M1_S25_contig_9724|provirus_66_15637	76.08423	73.77421	15572	427.05142	102.25779	2855.0132	62.17287	60.332924	15572	290.43298	95.30437	2656.9795	58.727985	56.953316	15572	278.2593	90.23775	2510.4211
M1_S25_contig_10212|provirus_615_10829	348.27182	347.93842	10215	1882.0573	442.39508	12351.566	296.05505	295.82108	10215	610.6236	432.01855	12044.197	265.77646	265.73407	10215	395.7516	389.48105	10835.3955
M1_S25_contig_11226|provirus_209363_232950	22.585203	22.032282	23588	53.26584	29.298668	818.01166	18.161917	17.613577	23588	40.93231	27.020977	753.3146	17.0864	16.647943	23588	36.17017	25.46077	708.32074
